1,635316538
1,510697311
1,561295521
1,657688518
1,605773621
1,597798533
1,651211817
1,595402860
1,595540481
1,583602926
1,655162348
1,566693293
1,578655433
1,640322078
1,578173889
1,637115304
1,656258729
1,626015495
2,524366343
1,665840950
1,665879341
1,594942902
1,662509331
2,496680948
1,638629030
2,349079678
1,483575126
1,547578775
1,567183382
1,672292246
1,572869576
1,539658119
1,564376970
1,612982315
1,631169031
1,483187917
1,508070108
1,560025573
1,593307155
1,591543385
1,611681586
1,613629049
1,552738110
1,605859060
1,635459223
1,625815340
1,586743407
1,635576664
1,528558049
1,591763727
1,575502802
1,645953776
1,515222218
1,470885209
1,497264250
1,590995866
1,507429447
1,523284456
1,583216854
1,539470162
1,504083806
1,553878253
1,603857304
1,548300116
1,607624480
1,569434138
1,623648836
1,591912913
1,563230046
1,604276298
1,597918837
1,598596604
1,589014604
1,608272321
1,573780922
1,612647339
1,516003235
1,544551484
1,611088750
1,526516345
1,530923638
1,563589131
1,575451713
1,568826455
1,589116577
1,562504843
1,639228571
1,537311642
1,534900192
1,598019695
1,504328946
1,649392987
1,551773259
1,627549899
1,645472265
1,499248203
1,643926598
1,675465326
1,603479734
1,589545158
1,643560629
1,548292699
1,571802537
1,596735070
1,548273032
1,535738279
1,584389534
1,607272407
1,652352198
1,620307611
1,593601001
1,576459535
1,536295308
1,607832540
1,537222332
1,659138093
1,539350043
1,641000849
1,610700361
1,577455043
1,591933146
1,643647764
1,503477356
1,578944281
1,574380530
1,606925562
1,621151626
1,584355265
1,634638239
1,627937483
1,612015277
1,577018198
1,569736299
1,592783183
1,592275230
1,536741869
1,616243117
1,568388912
1,574881119
1,678812888
1,693439126
1,620439817
1,603531470
1,604795798
1,559650804
1,639197394
1,599746564
1,573384065
1,639315146
1,517067427
1,500715368
1,625284897
1,559749592
1,590074243
1,606539840
1,637465824
1,562243076
1,561885282
1,603552037
1,504113523
1,543316962
1,649250458
1,605851792
1,617646691
1,622633362
1,535309521
1,579423080
1,586366900
1,576111899
1,602064506
1,454599109
1,522448405
1,596580489
1,561425761
1,560779105
1,526504044
1,567532020
1,575241932
1,561623328
1,542391789
1,600413285
1,612341382
1,559152007
1,644470917
1,561638742
1,606680095
1,620096876
1,543464116
1,571686988
1,536398883
1,651119650
1,568710641
1,602668884
1,624908435
1,621043410
1,623049173
1,604289483
1,571317035
1,620181568
1,601357709
1,535423059
1,498713353
1,552166660
1,536973586
1,636035752
1,584231073
1,685106700
1,622113862
1,636698856
1,614665873
1,652381016
1,620499726
1,608112453
1,601453702
1,597410837
1,549916736
1,626910357
1,651493769
1,540002552
1,619946800
1,536053764
1,605346585
1,590513658
1,712746762
1,596585845
1,563860055
1,456208700
1,538863325
1,660114515
1,551012663
1,561285035
1,643954826
1,595724555
1,611075974
1,519015336
1,553227486
1,616716311
1,555330919
1,469822761
1,459763658
1,567682458
1,647222925
1,576401920
1,596163445
1,579520141
1,571730446
1,573581651
1,577876324
1,616532363
1,612139819
1,685817425
1,607115454
1,556348889
1,606901362
1,585203045
1,614973044
1,620101423
1,612232720
1,587887278
1,579072550
1,613130747
1,566548015
1,580477676
1,558803796
1,538651139
1,642561788
1,600434095
1,520930294
1,531845715
1,631428656
1,616325603
1,591534881
1,641645755
1,670065430
1,597601201
1,514525864
1,563894439
1,549226773
1,567006499
1,591092702
1,540523142
1,490498101
1,710247423
1,559065894
1,604337596
1,440908977
1,530870947
1,508188111
1,603755574
1,602181349
1,559457692
1,605660436
1,626566009
1,534513146
1,648326465
1,476145590
1,603348547
1,653165807
1,503684639
1,666346075
1,601156381
1,596649559
1,594851096
1,586494875
1,568781361
1,560870319
1,667582280
1,612147340
1,612540213
1,627872250
1,564263344
1,500403977
1,652468819
1,592252846
1,600249410
1,593969454
1,579671685
1,601234081
1,664184993
1,558705516
1,532852119
1,578255535
1,590310474
1,607197141
1,588195655
1,578458499
1,596880145
1,655909999
1,592299629
1,499896037
1,545206918
1,593177760
1,637226756
1,560327512
1,587862219
1,687958944
1,581357223
1,591959464
1,584397382
1,548047335
1,663765375
1,605033895
1,482828160
1,577701758
1,583141134
1,618615732
1,548223593
1,533094552
1,660335519
1,542103618
1,579028235
1,681463489
1,667982141
1,583653813
1,728840714
1,616935450
1,529401113
1,648020135
1,542289455
1,563929304
1,551640103
1,589099009
1,580433379
1,545297040
1,600615391
1,581146402
1,598727563
1,583481269
1,547748842
1,556811233
1,560366039
1,592903476
1,557995036
1,596154319
1,620428338
1,550667101
1,624476961
1,642370507
1,565719415
1,636768176
1,620417610
1,581558819
1,609965378
1,562900184
1,557980988
1,571418167
1,519740843
1,534742784
1,546015319
1,578426404
1,617079877
1,518442274
1,524002714
1,608152542
1,560403095
1,589657378
1,461387990
1,510118039
1,570389613
1,527660669
1,529770292
1,626878851
1,663990200
1,584860241
1,387839334
1,609448036
1,574747473
1,551157133
1,608397498
1,645044071
1,657543532
1,568354627
1,532863402
1,569048464
1,591702164
1,595126952
1,523068374
1,565325374
1,610852119
1,613364583
1,575167416
1,527411855
1,571861877
1,473419282
1,472227003
1,521828229
1,566174131
1,645527292
1,618342857
1,529961737
1,589814816
1,580952135
1,664567616
1,596279284
1,547137685
1,538878168
1,578893661
1,620547686
1,612408036
1,552000648
1,448371613
1,594901836
1,641470663
1,597755102
1,583548061
1,594824704
1,603329956
1,566979509
1,560514764
1,576562452
1,554560685
1,564267565
1,549408523
1,580070400
1,631246837
1,525655857
1,526163903
1,474418076
1,641137705
1,605826589
1,622619256
1,643184865
1,532929754
1,619806637
1,492456536
1,638381823
1,622995346
1,621975259
1,570544388
1,594637040
1,582201652
1,553146017
1,528117181
1,616400171
1,590945400
1,500407790
1,589030583
1,607645608
1,567962036
1,654438169
1,608575249
1,692234790
1,528170205
